scrapedAt,sourceUpdated,audience,category,budget,available
2026-08-18T06:24:43.344Z,2026-08-18T08:47:24,epixiriseis,ochimata,27640000,3798522.29
2026-08-18T06:24:43.344Z,2026-08-18T08:47:24,epixiriseis,podilata,360000,75041.26
2026-08-18T18:21:44.369Z,2026-08-18T20:47:24,idiotes,ochimata,45390000,4770545.34
2026-08-18T18:21:44.369Z,2026-08-18T20:47:24,idiotes,podilata,2610000,99064.6
2026-08-18T18:21:44.369Z,2026-08-18T20:47:24,epixiriseis,ochimata,27640000,3777622.29
2026-08-18T18:21:44.369Z,2026-08-18T20:47:24,epixiriseis,podilata,360000,75041.26
2026-08-19T06:25:34.435Z,2026-08-19T08:47:24,idiotes,ochimata,45390000,4758445.34
2026-08-19T06:25:34.435Z,2026-08-19T08:47:24,idiotes,podilata,2610000,94197.51
2026-08-19T06:25:34.435Z,2026-08-19T08:47:24,epixiriseis,ochimata,27640000,3774622.29
2026-08-19T06:25:34.435Z,2026-08-19T08:47:24,epixiriseis,podilata,360000,75041.26
2026-08-19T18:18:27.793Z,2026-08-19T20:47:24,idiotes,ochimata,45390000,4710652.91
2026-08-19T18:18:27.793Z,2026-08-19T20:47:24,idiotes,podilata,2610000,87338.59
2026-08-19T18:18:27.793Z,2026-08-19T20:47:24,epixiriseis,ochimata,27640000,3752681.16
2026-08-19T18:18:27.793Z,2026-08-19T20:47:24,epixiriseis,podilata,360000,74541.26
2026-08-20T06:26:42.762Z,2026-08-20T08:47:24,idiotes,ochimata,45390000,4704152.91
2026-08-20T06:26:42.762Z,2026-08-20T08:47:24,idiotes,podilata,2610000,85270.28
2026-08-20T06:26:42.762Z,2026-08-20T08:47:24,epixiriseis,ochimata,27640000,3752681.16
2026-08-20T06:26:42.762Z,2026-08-20T08:47:24,epixiriseis,podilata,360000,74541.26
2026-08-20T18:22:39.329Z,2026-08-20T20:47:24,idiotes,ochimata,45390000,4677602.25
2026-08-20T18:22:39.329Z,2026-08-20T20:47:24,idiotes,podilata,2610000,77943.19
2026-08-20T18:22:39.329Z,2026-08-20T20:47:24,epixiriseis,ochimata,27640000,3721531.16
2026-08-20T18:22:39.329Z,2026-08-20T20:47:24,epixiriseis,podilata,360000,74541.26
2026-08-21T06:27:54.452Z,2026-08-21T08:47:24,idiotes,ochimata,45390000,4674184.51
2026-08-21T06:27:54.452Z,2026-08-21T08:47:24,idiotes,podilata,2610000,76822.43
2026-08-21T06:27:54.452Z,2026-08-21T08:47:24,epixiriseis,ochimata,27640000,3717531.16
2026-08-21T06:27:54.452Z,2026-08-21T08:47:24,epixiriseis,podilata,360000,74541.26
2026-08-21T18:21:51.115Z,2026-08-21T20:47:24,idiotes,ochimata,45390000,4638362.78
2026-08-21T18:21:51.115Z,2026-08-21T20:47:24,idiotes,podilata,2610000,67494.62
2026-08-21T18:21:51.115Z,2026-08-21T20:47:24,epixiriseis,ochimata,27640000,3705673.09
2026-08-21T18:21:51.115Z,2026-08-21T20:47:24,epixiriseis,podilata,360000,74041.26
2026-08-22T06:21:16.198Z,2026-08-22T08:47:24,idiotes,ochimata,45390000,4638362.78
2026-08-22T06:21:16.198Z,2026-08-22T08:47:24,idiotes,podilata,2610000,65936.15
2026-08-22T06:21:16.198Z,2026-08-22T08:47:24,epixiriseis,ochimata,27640000,3702673.09
2026-08-22T06:21:16.198Z,2026-08-22T08:47:24,epixiriseis,podilata,360000,74041.26
2026-08-22T18:14:43.980Z,2026-08-22T20:47:24,idiotes,ochimata,45390000,4632265.53
2026-08-22T18:14:43.980Z,2026-08-22T20:47:24,idiotes,podilata,2610000,65096.93
2026-08-22T18:14:43.980Z,2026-08-22T20:47:24,epixiriseis,ochimata,27640000,3695673.09
2026-08-22T18:14:43.980Z,2026-08-22T20:47:24,epixiriseis,podilata,360000,74041.26
2026-08-23T06:22:40.171Z,2026-08-23T08:47:24,idiotes,ochimata,45390000,4632265.53
2026-08-23T06:22:40.171Z,2026-08-23T08:47:24,idiotes,podilata,2610000,65096.93
2026-08-23T06:22:40.171Z,2026-08-23T08:47:24,epixiriseis,ochimata,27640000,3695673.09
2026-08-23T06:22:40.171Z,2026-08-23T08:47:24,epixiriseis,podilata,360000,74041.26
2026-08-23T18:14:22.634Z,2026-08-23T20:47:24,idiotes,ochimata,45390000,4628986.53
2026-08-23T18:14:22.634Z,2026-08-23T20:47:24,idiotes,podilata,2610000,63167.98
2026-08-23T18:14:22.634Z,2026-08-23T20:47:24,epixiriseis,ochimata,27640000,3691673.09
2026-08-23T18:14:22.634Z,2026-08-23T20:47:24,epixiriseis,podilata,360000,72952.56
2026-08-24T06:36:07.915Z,2026-08-24T08:47:24,idiotes,ochimata,45390000,4620586.53
2026-08-24T06:36:07.915Z,2026-08-24T08:47:24,idiotes,podilata,2610000,62294.89
2026-08-24T06:36:07.915Z,2026-08-24T08:47:24,epixiriseis,ochimata,27640000,3691673.09
2026-08-24T06:36:07.915Z,2026-08-24T08:47:24,epixiriseis,podilata,360000,72952.56
2026-08-24T18:24:29.759Z,2026-08-24T20:47:24,idiotes,ochimata,45390000,4598213.27
2026-08-24T18:24:29.759Z,2026-08-24T20:47:24,idiotes,podilata,2610000,50323.91
2026-08-24T18:24:29.759Z,2026-08-24T20:47:24,epixiriseis,ochimata,27640000,3647534.86
2026-08-24T18:24:29.759Z,2026-08-24T20:47:24,epixiriseis,podilata,360000,72527.96
